sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
2,2024-02-02 22:00:00,organic,0.8,0.08,0.88,49.38
2,2024-02-02 22:15:00,non_recyclable,0.68,0.15,0.24,3.18
1,2024-02-02 22:30:00,organic,0.78,0.46,0.69,50.4
3,2024-02-02 22:45:00,non_recyclable,1.22,0.4,0.94,12.96
4,2024-02-02 23:00:00,organic,0.76,0.19,0.59,70.6
1,2024-02-02 23:15:00,recyclable,1.0,0.6,0.02,60.46
1,2024-02-02 23:30:00,recyclable,1.13,0.82,0.19,72.32
1,2024-02-02 23:45:00,organic,1.31,0.52,0.01,65.11
1,2024-02-03 00:00:00,recyclable,0.6,0.08,0.47,58.39
3,2024-02-03 00:15:00,organic,1.23,0.06,0.47,67.27
3,2024-02-03 00:30:00,recyclable,1.17,0.76,0.94,80.3
3,2024-02-03 00:45:00,non_recyclable,1.27,0.16,0.85,84.35
4,2024-02-03 01:00:00,non_recyclable,0.92,0.57,1.0,95.23
1,2024-02-03 01:15:00,non_recyclable,1.01,0.95,0.48,22.53
2,2024-02-03 01:30:00,recyclable,0.99,0.1,1.0,82.52
3,2024-02-03 01:45:00,recyclable,1.02,0.15,0.51,51.93
2,2024-02-03 02:00:00,organic,0.92,0.14,0.63,91.75
2,2024-02-03 02:15:00,non_recyclable,1.24,0.02,0.69,69.68
2,2024-02-03 02:30:00,organic,1.12,0.05,0.61,84.17
1,2024-02-03 02:45:00,recyclable,1.23,0.64,0.1,33.19
4,2024-02-03 03:00:00,non_recyclable,0.93,0.17,0.44,7.99
4,2024-02-03 03:15:00,non_recyclable,0.92,0.54,0.48,11.06
2,2024-02-03 03:30:00,organic,1.04,0.64,0.78,29.88
2,2024-02-03 03:45:00,recyclable,1.07,0.17,0.27,65.51
2,2024-02-03 04:00:00,organic,1.3,0.67,0.85,22.37
4,2024-02-03 04:15:00,recyclable,0.95,0.85,0.48,21.4
3,2024-02-03 04:30:00,organic,1.31,0.09,0.19,77.1
3,2024-02-03 04:45:00,non_recyclable,1.08,0.75,0.41,60.94
2,2024-02-03 05:00:00,non_recyclable,0.64,0.51,0.63,0.07
3,2024-02-03 05:15:00,recyclable,1.05,0.55,0.86,91.11
3,2024-02-03 05:30:00,non_recyclable,0.78,0.19,0.25,35.51
4,2024-02-03 05:45:00,organic,1.08,0.79,0.29,54.26
3,2024-02-03 06:00:00,organic,1.34,0.43,0.91,73.86
2,2024-02-03 06:15:00,recyclable,0.91,0.34,0.65,16.49
4,2024-02-03 06:30:00,non_recyclable,0.65,0.68,0.01,95.81
4,2024-02-03 06:45:00,recyclable,0.98,0.02,0.73,33.81
3,2024-02-03 07:00:00,recyclable,0.78,0.91,0.38,33.22
1,2024-02-03 07:15:00,organic,1.32,0.53,0.54,30.25
1,2024-02-03 07:30:00,recyclable,1.08,0.54,0.92,98.06
2,2024-02-03 07:45:00,non_recyclable,1.34,0.24,0.46,66.69
2,2024-02-03 08:00:00,organic,1.1,0.93,0.21,66.61
1,2024-02-03 08:15:00,organic,1.32,0.85,0.81,79.56
4,2024-02-03 08:30:00,organic,1.37,0.21,0.41,77.33
2,2024-02-03 08:45:00,organic,1.1,0.97,0.06,68.81
3,2024-02-03 09:00:00,organic,1.32,0.66,0.69,97.7
4,2024-02-03 09:15:00,recyclable,1.36,0.03,0.07,65.67
1,2024-02-03 09:30:00,organic,1.33,0.41,0.08,55.73
3,2024-02-03 09:45:00,non_recyclable,0.89,0.32,0.41,3.02
4,2024-02-03 10:00:00,organic,0.97,0.67,0.3,72.6
3,2024-02-03 10:15:00,organic,0.85,0.85,0.36,87.47
3,2024-02-03 10:30:00,organic,0.86,0.56,0.14,0.53
2,2024-02-03 10:45:00,organic,1.31,0.49,0.94,75.81
3,2024-02-03 11:00:00,organic,0.82,0.94,0.18,92.83
4,2024-02-03 11:15:00,recyclable,0.77,0.93,0.47,37.98
3,2024-02-03 11:30:00,recyclable,1.34,0.8,0.31,5.86
2,2024-02-03 11:45:00,organic,0.79,0.97,0.36,91.57
3,2024-02-03 12:00:00,non_recyclable,0.97,0.93,0.74,82.87
2,2024-02-03 12:15:00,recyclable,0.91,0.3,0.15,59.32
4,2024-02-03 12:30:00,organic,0.7,0.71,0.01,16.17
4,2024-02-03 12:45:00,organic,1.37,0.75,0.87,99.78
4,2024-02-03 13:00:00,organic,0.78,0.84,0.47,72.62
1,2024-02-03 13:15:00,organic,0.99,0.12,0.33,76.43
3,2024-02-03 13:30:00,recyclable,0.67,0.2,0.08,10.69
1,2024-02-03 13:45:00,non_recyclable,1.08,0.26,0.77,77.5
4,2024-02-03 14:00:00,organic,1.22,0.37,0.92,92.64
2,2024-02-03 14:15:00,non_recyclable,0.99,0.55,0.05,83.09
4,2024-02-03 14:30:00,non_recyclable,0.68,0.27,0.78,7.26
3,2024-02-03 14:45:00,non_recyclable,0.84,0.46,0.44,34.99
4,2024-02-03 15:00:00,non_recyclable,0.62,0.77,0.45,32.69
2,2024-02-03 15:15:00,organic,0.87,0.58,0.17,25.69
1,2024-02-03 15:30:00,non_recyclable,1.16,0.24,0.37,41.49
4,2024-02-03 15:45:00,organic,0.61,0.0,0.4,37.15
2,2024-02-03 16:00:00,non_recyclable,1.08,0.9,0.61,76.93
2,2024-02-03 16:15:00,non_recyclable,1.3,0.48,0.69,39.22
2,2024-02-03 16:30:00,organic,0.9,0.26,0.1,83.95
3,2024-02-03 16:45:00,recyclable,1.0,0.76,0.53,13.61
2,2024-02-03 17:00:00,organic,0.89,0.66,0.54,9.08
2,2024-02-03 17:15:00,non_recyclable,1.29,0.55,0.36,0.87
4,2024-02-03 17:30:00,non_recyclable,0.93,0.81,0.36,16.65
1,2024-02-03 17:45:00,organic,0.79,0.6,0.09,77.07
3,2024-02-03 18:00:00,organic,1.09,0.02,0.81,29.35
1,2024-02-03 18:15:00,organic,1.39,0.5,0.48,97.49
4,2024-02-03 18:30:00,non_recyclable,1.29,0.87,0.44,52.15
3,2024-02-03 18:45:00,recyclable,1.26,0.29,0.32,24.56
2,2024-02-03 19:00:00,non_recyclable,1.13,1.0,0.81,58.51
3,2024-02-03 19:15:00,recyclable,1.37,0.85,0.55,95.62
1,2024-02-03 19:30:00,recyclable,0.71,0.24,0.36,93.84
3,2024-02-03 19:45:00,non_recyclable,1.24,0.45,0.22,87.66
1,2024-02-03 20:00:00,organic,1.16,0.48,0.61,25.57
4,2024-02-03 20:15:00,recyclable,1.13,0.67,0.24,51.46
1,2024-02-03 20:30:00,organic,0.96,0.86,0.43,71.0
1,2024-02-03 20:45:00,organic,0.81,0.87,0.96,72.5
2,2024-02-03 21:00:00,recyclable,1.02,0.39,0.08,86.87
3,2024-02-03 21:15:00,non_recyclable,1.27,0.3,1.0,22.7
1,2024-02-03 21:30:00,non_recyclable,0.9,0.19,0.8,63.04
4,2024-02-03 21:45:00,non_recyclable,1.22,0.02,0.46,65.18
4,2024-02-03 22:00:00,organic,1.36,0.3,0.0,52.25
2,2024-02-03 22:15:00,recyclable,1.05,0.41,0.66,50.24
4,2024-02-03 22:30:00,recyclable,0.72,0.29,0.62,70.42
2,2024-02-03 22:45:00,organic,0.79,0.84,0.09,58.09
2,2024-02-03 23:00:00,recyclable,1.1,0.41,0.75,31.87
4,2024-02-03 23:15:00,organic,1.12,0.37,0.64,25.16
3,2024-02-03 23:30:00,non_recyclable,1.35,0.17,0.66,79.59
1,2024-02-03 23:45:00,organic,0.97,0.87,0.37,29.96
3,2024-02-04 00:00:00,organic,0.65,0.86,0.78,23.65
4,2024-02-04 00:15:00,non_recyclable,1.1,0.11,0.95,96.27
1,2024-02-04 00:30:00,organic,0.84,0.34,0.68,66.28
3,2024-02-04 00:45:00,organic,0.78,0.81,0.99,94.1
3,2024-02-04 01:00:00,non_recyclable,1.3,0.14,0.68,77.63
2,2024-02-04 01:15:00,organic,0.7,0.11,0.97,99.84
2,2024-02-04 01:30:00,non_recyclable,1.24,1.0,0.71,38.48
2,2024-02-04 01:45:00,non_recyclable,0.7,0.01,0.39,54.95
1,2024-02-04 02:00:00,non_recyclable,0.77,0.96,0.56,97.58
3,2024-02-04 02:15:00,recyclable,1.04,0.56,0.33,19.8
4,2024-02-04 02:30:00,organic,0.84,0.22,0.2,16.46
1,2024-02-04 02:45:00,non_recyclable,1.18,0.39,0.93,2.19
2,2024-02-04 03:00:00,non_recyclable,1.29,0.95,0.63,47.25
1,2024-02-04 03:15:00,recyclable,0.82,0.76,0.74,8.17
2,2024-02-04 03:30:00,recyclable,1.4,0.03,0.9,40.51
2,2024-02-04 03:45:00,recyclable,0.62,0.79,0.87,3.38
1,2024-02-04 04:00:00,non_recyclable,0.84,0.81,0.75,39.23
3,2024-02-04 04:15:00,recyclable,0.62,0.39,0.13,40.46
4,2024-02-04 04:30:00,non_recyclable,0.61,0.41,0.44,17.15
2,2024-02-04 04:45:00,organic,1.07,0.45,0.95,19.51
2,2024-02-04 05:00:00,organic,1.1,0.78,0.64,1.75
1,2024-02-04 05:15:00,organic,1.29,0.34,0.74,56.34
1,2024-02-04 05:30:00,organic,1.35,0.98,0.17,24.2
2,2024-02-04 05:45:00,recyclable,0.85,0.8,0.23,13.58
4,2024-02-04 06:00:00,non_recyclable,0.61,0.69,0.6,94.12
3,2024-02-04 06:15:00,recyclable,1.01,0.13,0.7,37.6
4,2024-02-04 06:30:00,non_recyclable,0.88,0.36,0.84,27.74
4,2024-02-04 06:45:00,organic,1.25,0.8,0.87,3.66
2,2024-02-04 07:00:00,recyclable,1.27,0.03,0.93,38.6
3,2024-02-04 07:15:00,recyclable,1.08,0.7,0.97,16.8
3,2024-02-04 07:30:00,non_recyclable,0.93,0.5,0.65,12.91
4,2024-02-04 07:45:00,recyclable,1.19,0.67,0.94,43.94
3,2024-02-04 08:00:00,recyclable,0.61,0.66,0.38,66.05
1,2024-02-04 08:15:00,organic,0.93,0.1,0.76,95.09
3,2024-02-04 08:30:00,non_recyclable,0.79,0.27,0.27,92.22
3,2024-02-04 08:45:00,non_recyclable,1.12,0.65,0.68,41.01
3,2024-02-04 09:00:00,non_recyclable,0.75,0.65,0.37,92.68
4,2024-02-04 09:15:00,organic,0.76,0.9,0.5,46.42
2,2024-02-04 09:30:00,organic,1.15,0.87,0.01,36.93
1,2024-02-04 09:45:00,non_recyclable,1.22,0.82,0.65,50.98
3,2024-02-04 10:00:00,recyclable,1.28,0.52,0.09,48.96
1,2024-02-04 10:15:00,non_recyclable,0.96,0.87,0.38,3.22
2,2024-02-04 10:30:00,organic,0.67,0.33,0.34,54.09
1,2024-02-04 10:45:00,organic,1.13,0.87,0.34,75.7
3,2024-02-04 11:00:00,non_recyclable,0.92,0.29,0.33,14.44
3,2024-02-04 11:15:00,non_recyclable,0.62,0.44,0.48,94.23
1,2024-02-04 11:30:00,non_recyclable,0.62,0.55,0.85,56.63
4,2024-02-04 11:45:00,organic,0.62,0.41,0.63,41.64
1,2024-02-04 12:00:00,non_recyclable,1.1,0.85,0.41,71.38
3,2024-02-04 12:15:00,recyclable,0.84,0.22,0.28,86.12
3,2024-02-04 12:30:00,organic,1.3,0.47,0.71,66.44
1,2024-02-04 12:45:00,recyclable,1.29,0.48,0.15,68.27
4,2024-02-04 13:00:00,organic,0.98,0.63,0.6,97.97
2,2024-02-04 13:15:00,non_recyclable,1.13,0.22,0.2,43.35
2,2024-02-04 13:30:00,organic,1.36,0.89,0.36,98.26
2,2024-02-04 13:45:00,organic,1.17,0.03,0.96,35.87
4,2024-02-04 14:00:00,recyclable,1.05,0.36,0.62,52.11
4,2024-02-04 14:15:00,recyclable,0.79,0.69,0.74,58.48
3,2024-02-04 14:30:00,non_recyclable,0.7,0.99,0.92,62.98
1,2024-02-04 14:45:00,recyclable,1.2,0.9,0.6,8.56
3,2024-02-04 15:00:00,organic,1.16,0.35,0.99,91.2
1,2024-02-04 15:15:00,recyclable,0.77,0.39,0.69,19.91
4,2024-02-04 15:30:00,non_recyclable,0.73,0.43,0.52,53.66
4,2024-02-04 15:45:00,non_recyclable,1.06,0.46,0.76,2.74
3,2024-02-04 16:00:00,non_recyclable,1.21,0.9,0.44,82.72
2,2024-02-04 16:15:00,recyclable,1.22,0.77,0.93,41.8
1,2024-02-04 16:30:00,recyclable,1.09,0.67,0.43,52.36
4,2024-02-04 16:45:00,non_recyclable,1.06,0.34,0.31,23.47
4,2024-02-04 17:00:00,organic,1.14,0.85,0.82,51.57
1,2024-02-04 17:15:00,recyclable,1.34,0.66,0.33,4.04
2,2024-02-04 17:30:00,organic,0.78,0.33,0.7,37.45
4,2024-02-04 17:45:00,recyclable,0.96,0.61,0.53,86.12
3,2024-02-04 18:00:00,recyclable,0.78,0.6,0.79,41.54
2,2024-02-04 18:15:00,recyclable,1.05,0.39,0.14,77.28
4,2024-02-04 18:30:00,organic,0.68,0.98,0.46,82.29
3,2024-02-04 18:45:00,non_recyclable,0.69,0.88,0.63,72.75
3,2024-02-04 19:00:00,non_recyclable,0.85,0.03,0.59,59.01
3,2024-02-04 19:15:00,organic,1.33,0.84,0.04,87.18
1,2024-02-04 19:30:00,organic,1.22,0.4,0.28,97.1
4,2024-02-04 19:45:00,organic,1.16,0.12,0.21,4.62
4,2024-02-04 20:00:00,recyclable,0.71,0.71,0.63,46.63
1,2024-02-04 20:15:00,recyclable,0.85,0.52,0.55,79.74
4,2024-02-04 20:30:00,recyclable,0.69,0.26,0.86,95.87
1,2024-02-04 20:45:00,non_recyclable,0.89,0.88,0.88,59.01
1,2024-02-04 21:00:00,recyclable,1.39,0.08,0.15,90.15
4,2024-02-04 21:15:00,non_recyclable,1.01,0.75,0.56,4.42
1,2024-02-04 21:30:00,non_recyclable,1.07,0.41,0.09,93.19
4,2024-02-04 21:45:00,non_recyclable,1.33,0.27,0.78,67.83
3,2024-02-04 22:00:00,organic,0.74,0.52,0.5,71.59
2,2024-02-04 22:15:00,organic,1.39,0.3,0.72,24.35
3,2024-02-04 22:30:00,recyclable,1.01,0.07,0.22,46.55
1,2024-02-04 22:45:00,non_recyclable,0.79,0.9,0.69,15.82
2,2024-02-04 23:00:00,recyclable,1.32,0.07,0.83,35.74
4,2024-02-04 23:15:00,recyclable,1.29,0.0,0.1,28.13
3,2024-02-04 23:30:00,recyclable,0.7,0.86,0.57,7.27
2,2024-02-04 23:45:00,non_recyclable,0.78,0.69,0.78,67.3
3,2024-02-05 00:00:00,organic,0.78,0.13,0.44,32.3
2,2024-02-05 00:15:00,non_recyclable,0.9,0.19,0.71,52.77
1,2024-02-05 00:30:00,organic,1.12,0.27,0.63,12.91
1,2024-02-05 00:45:00,non_recyclable,0.62,0.19,0.22,11.79
1,2024-02-05 01:00:00,organic,1.16,0.77,0.54,30.49
2,2024-02-05 01:15:00,recyclable,1.38,0.43,1.0,35.93
1,2024-02-05 01:30:00,organic,0.77,0.47,0.94,30.36
2,2024-02-05 01:45:00,recyclable,0.91,0.33,0.25,81.69
2,2024-02-05 02:00:00,organic,0.85,0.71,0.27,22.73
2,2024-02-05 02:15:00,organic,1.24,0.11,0.79,77.71
1,2024-02-05 02:30:00,non_recyclable,0.92,0.38,0.29,59.54
2,2024-02-05 02:45:00,non_recyclable,1.39,0.45,0.26,60.07
3,2024-02-05 03:00:00,recyclable,1.38,0.04,0.51,32.97
1,2024-02-05 03:15:00,recyclable,0.88,0.28,0.16,2.29
4,2024-02-05 03:30:00,non_recyclable,1.12,0.83,0.41,15.61
3,2024-02-05 03:45:00,organic,0.94,0.7,0.59,64.59
2,2024-02-05 04:00:00,recyclable,1.3,0.75,0.62,84.36
4,2024-02-05 04:15:00,non_recyclable,0.7,0.51,0.42,86.93
2,2024-02-05 04:30:00,recyclable,0.97,0.41,0.03,76.89
1,2024-02-05 04:45:00,recyclable,1.06,0.07,0.35,35.4
2,2024-02-05 05:00:00,non_recyclable,0.99,0.53,0.14,8.38
1,2024-02-05 05:15:00,recyclable,0.97,0.82,0.81,13.0
4,2024-02-05 05:30:00,organic,1.26,0.87,0.84,12.91
4,2024-02-05 05:45:00,organic,0.83,0.8,0.78,69.31
3,2024-02-05 06:00:00,non_recyclable,1.37,0.28,1.0,38.66
3,2024-02-05 06:15:00,organic,0.77,0.19,0.09,62.8
2,2024-02-05 06:30:00,recyclable,1.17,0.38,0.14,16.17
2,2024-02-05 06:45:00,organic,1.16,0.74,0.85,72.94
1,2024-02-05 07:00:00,non_recyclable,0.99,0.86,0.67,7.97
3,2024-02-05 07:15:00,recyclable,0.92,0.63,0.8,51.57
2,2024-02-05 07:30:00,non_recyclable,1.1,0.48,0.3,90.85
3,2024-02-05 07:45:00,organic,1.04,0.19,0.91,71.41
1,2024-02-05 08:00:00,non_recyclable,0.65,0.73,0.69,66.58
2,2024-02-05 08:15:00,non_recyclable,0.9,0.96,0.66,85.49
4,2024-02-05 08:30:00,non_recyclable,1.39,0.51,0.11,10.77
3,2024-02-05 08:45:00,organic,1.36,0.34,0.64,91.88
2,2024-02-05 09:00:00,recyclable,0.78,0.54,0.27,35.26
2,2024-02-05 09:15:00,non_recyclable,1.32,0.56,0.71,29.52
2,2024-02-05 09:30:00,organic,1.34,0.54,0.03,80.55
3,2024-02-05 09:45:00,organic,1.04,0.53,0.64,90.91
1,2024-02-05 10:00:00,organic,1.02,0.4,0.41,3.42
2,2024-02-05 10:15:00,organic,1.38,0.66,0.18,88.13
1,2024-02-05 10:30:00,non_recyclable,0.85,0.39,0.73,30.61
4,2024-02-05 10:45:00,non_recyclable,1.12,0.91,0.67,37.54
3,2024-02-05 11:00:00,non_recyclable,1.37,0.79,0.49,94.72
1,2024-02-05 11:15:00,non_recyclable,1.29,0.12,0.83,99.14
4,2024-02-05 11:30:00,recyclable,1.23,0.73,0.97,89.15
3,2024-02-05 11:45:00,non_recyclable,1.13,0.63,0.89,33.96
3,2024-02-05 12:00:00,organic,0.78,0.83,0.44,10.12
1,2024-02-05 12:15:00,organic,0.91,0.34,0.53,76.76
3,2024-02-05 12:30:00,organic,0.68,0.85,0.93,46.15
3,2024-02-05 12:45:00,recyclable,0.84,0.43,0.95,43.51
4,2024-02-05 13:00:00,recyclable,1.09,0.49,0.56,49.37
3,2024-02-05 13:15:00,non_recyclable,0.7,0.41,0.03,98.46
1,2024-02-05 13:30:00,organic,0.86,0.87,0.54,94.17
4,2024-02-05 13:45:00,recyclable,0.75,0.38,0.63,62.64
3,2024-02-05 14:00:00,organic,1.18,0.34,0.73,17.74
1,2024-02-05 14:15:00,recyclable,1.36,0.79,0.86,70.64
2,2024-02-05 14:30:00,non_recyclable,0.71,0.66,0.55,29.02
3,2024-02-05 14:45:00,recyclable,0.77,0.09,0.27,66.25
2,2024-02-05 15:00:00,recyclable,0.85,0.45,0.14,24.39
4,2024-02-05 15:15:00,recyclable,0.76,0.46,0.31,85.17
4,2024-02-05 15:30:00,non_recyclable,0.98,0.35,0.37,42.17
2,2024-02-05 15:45:00,recyclable,0.91,0.78,0.44,78.39
3,2024-02-05 16:00:00,organic,0.72,0.68,0.91,24.27
4,2024-02-05 16:15:00,recyclable,0.97,0.77,0.16,11.4
3,2024-02-05 16:30:00,organic,0.71,0.23,0.84,46.17
2,2024-02-05 16:45:00,organic,1.11,0.6,0.28,31.53
4,2024-02-05 17:00:00,organic,0.78,0.67,0.04,21.07
3,2024-02-05 17:15:00,recyclable,0.61,0.66,0.8,89.14
2,2024-02-05 17:30:00,non_recyclable,1.05,0.2,0.69,85.03
2,2024-02-05 17:45:00,recyclable,0.73,0.99,0.72,8.61
3,2024-02-05 18:00:00,organic,1.19,0.58,0.12,81.05
2,2024-02-05 18:15:00,organic,0.71,0.84,0.85,10.95
3,2024-02-05 18:30:00,non_recyclable,1.1,0.97,0.12,74.1
1,2024-02-05 18:45:00,organic,1.16,0.99,0.6,59.47
4,2024-02-05 19:00:00,organic,1.29,0.17,0.4,2.0
2,2024-02-05 19:15:00,non_recyclable,1.08,0.73,0.5,46.34
2,2024-02-05 19:30:00,organic,0.71,0.0,0.54,15.28
1,2024-02-05 19:45:00,recyclable,0.87,0.39,0.8,30.5
3,2024-02-05 20:00:00,non_recyclable,1.04,0.17,0.43,9.38
1,2024-02-05 20:15:00,non_recyclable,0.78,0.58,0.5,22.57
4,2024-02-05 20:30:00,organic,1.08,0.01,0.7,46.54
4,2024-02-05 20:45:00,non_recyclable,0.88,0.89,0.97,19.88
4,2024-02-05 21:00:00,non_recyclable,1.12,0.73,0.17,3.12
1,2024-02-05 21:15:00,recyclable,0.9,0.67,0.76,43.43
2,2024-02-05 21:30:00,non_recyclable,1.04,0.93,0.41,98.74
1,2024-02-05 21:45:00,organic,0.7,0.61,0.19,39.76
3,2024-02-05 22:00:00,recyclable,0.99,0.78,0.61,22.14
1,2024-02-05 22:15:00,recyclable,1.1,0.91,0.43,26.37
2,2024-02-05 22:30:00,organic,1.31,0.9,0.5,58.85
2,2024-02-05 22:45:00,recyclable,0.65,0.37,0.23,78.55
3,2024-02-05 23:00:00,non_recyclable,0.63,0.39,0.08,13.32
3,2024-02-05 23:15:00,recyclable,1.31,0.03,0.57,76.02
2,2024-02-05 23:30:00,organic,1.09,0.03,0.3,15.82
4,2024-02-05 23:45:00,organic,0.63,0.7,0.45,90.99
2,2024-02-06 00:00:00,non_recyclable,1.38,0.08,0.88,53.63
2,2024-02-06 00:15:00,organic,1.03,0.24,0.24,6.79
1,2024-02-06 00:30:00,recyclable,0.98,0.43,0.21,74.98
1,2024-02-06 00:45:00,organic,0.94,0.7,0.05,98.2
1,2024-02-06 01:00:00,non_recyclable,0.61,0.53,0.44,34.54
2,2024-02-06 01:15:00,organic,0.7,0.25,0.52,96.25
1,2024-02-06 01:30:00,non_recyclable,0.85,0.39,0.3,44.98
4,2024-02-06 01:45:00,non_recyclable,1.07,0.75,0.06,26.21
3,2024-02-06 02:00:00,organic,0.73,0.68,0.19,2.43
4,2024-02-06 02:15:00,recyclable,0.65,0.34,0.14,12.49
1,2024-02-06 02:30:00,organic,0.69,0.35,0.89,86.56
4,2024-02-06 02:45:00,recyclable,1.29,0.77,0.56,98.53
2,2024-02-06 03:00:00,non_recyclable,1.15,0.47,0.84,24.69
4,2024-02-06 03:15:00,recyclable,0.78,0.02,0.47,94.84
1,2024-02-06 03:30:00,recyclable,1.18,0.53,0.46,42.72
4,2024-02-06 03:45:00,non_recyclable,1.12,0.24,0.87,78.38
2,2024-02-06 04:00:00,organic,1.35,0.26,0.43,31.39
2,2024-02-06 04:15:00,non_recyclable,0.93,0.86,0.67,82.21
3,2024-02-06 04:30:00,organic,0.76,0.44,0.5,80.49
3,2024-02-06 04:45:00,organic,1.38,0.24,0.89,35.6
4,2024-02-06 05:00:00,recyclable,1.24,0.13,0.03,57.36
2,2024-02-06 05:15:00,recyclable,1.16,0.68,0.8,30.48
3,2024-02-06 05:30:00,recyclable,1.24,0.07,0.59,63.8
2,2024-02-06 05:45:00,recyclable,1.15,0.01,0.86,6.44
3,2024-02-06 06:00:00,recyclable,0.92,0.66,0.63,14.9
2,2024-02-06 06:15:00,organic,1.09,0.57,0.72,22.71
1,2024-02-06 06:30:00,organic,1.35,0.01,0.88,82.62
1,2024-02-06 06:45:00,non_recyclable,0.85,0.04,0.47,46.64
1,2024-02-06 07:00:00,organic,1.39,0.1,0.46,32.41
2,2024-02-06 07:15:00,recyclable,0.85,0.04,0.89,88.05
3,2024-02-06 07:30:00,organic,1.12,0.85,0.37,55.81
3,2024-02-06 07:45:00,organic,1.23,0.38,0.37,40.57
3,2024-02-06 08:00:00,non_recyclable,0.92,0.1,0.01,55.58
1,2024-02-06 08:15:00,non_recyclable,0.68,0.57,0.02,84.37
2,2024-02-06 08:30:00,organic,1.09,0.75,0.01,1.23
2,2024-02-06 08:45:00,non_recyclable,0.98,1.0,0.21,48.06
3,2024-02-06 09:00:00,non_recyclable,0.79,0.02,0.01,91.85
2,2024-02-06 09:15:00,recyclable,0.64,0.38,0.18,56.06
3,2024-02-06 09:30:00,non_recyclable,1.26,0.42,0.79,44.02
3,2024-02-06 09:45:00,recyclable,0.9,0.33,0.55,13.15
1,2024-02-06 10:00:00,non_recyclable,1.08,0.01,0.81,88.04
4,2024-02-06 10:15:00,recyclable,0.91,0.17,0.33,50.81
4,2024-02-06 10:30:00,non_recyclable,0.9,0.62,0.28,77.37
4,2024-02-06 10:45:00,organic,0.75,0.01,0.7,7.46
1,2024-02-06 11:00:00,organic,1.33,0.85,0.98,16.75
3,2024-02-06 11:15:00,non_recyclable,0.62,0.19,0.93,70.74
3,2024-02-06 11:30:00,recyclable,1.21,0.43,0.36,25.83
3,2024-02-06 11:45:00,organic,0.72,0.08,0.01,41.76
4,2024-02-06 12:00:00,recyclable,0.72,0.02,0.43,65.66
2,2024-02-06 12:15:00,non_recyclable,0.64,0.32,0.78,48.98
3,2024-02-06 12:30:00,organic,1.16,0.8,0.18,98.1
2,2024-02-06 12:45:00,recyclable,1.12,0.02,0.75,64.98
3,2024-02-06 13:00:00,recyclable,1.12,0.76,0.73,12.4
1,2024-02-06 13:15:00,recyclable,1.19,0.6,0.55,67.17
4,2024-02-06 13:30:00,recyclable,1.13,0.26,0.09,4.92
2,2024-02-06 13:45:00,non_recyclable,0.87,0.87,0.97,23.21
2,2024-02-06 14:00:00,non_recyclable,1.12,0.46,0.27,13.35
4,2024-02-06 14:15:00,non_recyclable,0.84,0.26,0.41,34.78
3,2024-02-06 14:30:00,recyclable,1.3,0.58,0.1,12.63
1,2024-02-06 14:45:00,recyclable,1.18,0.21,0.07,40.11
1,2024-02-06 15:00:00,recyclable,0.81,0.87,0.02,10.7
3,2024-02-06 15:15:00,recyclable,0.78,0.97,0.15,77.65
4,2024-02-06 15:30:00,non_recyclable,1.29,0.53,0.04,15.77
3,2024-02-06 15:45:00,organic,1.13,0.29,0.95,8.24
1,2024-02-06 16:00:00,recyclable,0.73,0.85,0.56,17.27
1,2024-02-06 16:15:00,organic,0.99,0.87,0.18,36.75
2,2024-02-06 16:30:00,non_recyclable,1.06,0.81,0.79,75.92
1,2024-02-06 16:45:00,recyclable,1.39,0.39,0.86,17.34
2,2024-02-06 17:00:00,organic,1.11,0.37,0.69,74.36
3,2024-02-06 17:15:00,non_recyclable,0.98,0.83,0.23,20.58
3,2024-02-06 17:30:00,organic,1.23,0.18,0.64,3.52
2,2024-02-06 17:45:00,recyclable,1.4,0.26,0.94,56.37
3,2024-02-06 18:00:00,non_recyclable,0.81,0.12,0.25,71.42
4,2024-02-06 18:15:00,non_recyclable,0.68,0.84,0.23,28.41
2,2024-02-06 18:30:00,non_recyclable,1.15,0.66,0.7,47.25
3,2024-02-06 18:45:00,recyclable,0.75,0.65,0.36,0.44
3,2024-02-06 19:00:00,non_recyclable,0.75,0.07,0.62,27.42
4,2024-02-06 19:15:00,non_recyclable,1.05,0.82,0.61,39.51
3,2024-02-06 19:30:00,organic,1.32,0.37,0.62,88.03
3,2024-02-06 19:45:00,non_recyclable,0.99,0.09,0.86,84.33
4,2024-02-06 20:00:00,organic,1.21,0.15,0.13,15.78
4,2024-02-06 20:15:00,non_recyclable,0.74,0.42,0.26,32.56
4,2024-02-06 20:30:00,non_recyclable,0.61,0.07,0.92,43.55
1,2024-02-06 20:45:00,non_recyclable,1.26,0.05,0.69,22.16
2,2024-02-06 21:00:00,organic,1.31,0.4,0.26,62.43
3,2024-02-06 21:15:00,recyclable,0.85,0.09,0.71,46.25
1,2024-02-06 21:30:00,non_recyclable,1.26,0.94,0.57,75.37
1,2024-02-06 21:45:00,organic,1.11,0.76,0.23,4.88
3,2024-02-06 22:00:00,non_recyclable,1.33,0.69,0.11,59.84
3,2024-02-06 22:15:00,non_recyclable,0.74,0.32,0.29,21.76
3,2024-02-06 22:30:00,organic,0.93,0.63,0.25,96.63
